="cplanme",="0.333",="0.155",="0.342",="0.237",="0.377",="0.387",="0.246",="-0.288",="-0.262",="-0.365",="-0.397",="-0.152",="-0.243",="-0.145",="-0.211",="0.115",="0.0372",="0.0624",="0.0443",="-0.174",="-0.376",="-0.328",="-0.268",="-0.224",="-0.268",="-0.396",="-0.398",="1",="",="",="",="",="",="",="",="",="",="",="",=""
="cplanoth",="0.197",="0.0958",="0.274",="0.133",="0.293",="0.237",="0.157",="-0.257",="-0.512",="-0.427",="-0.481",="-0.171",="-0.280",="-0.359",="-0.339",="-0.0111",="-0.0761",="-0.000864",="-0.00309",="-0.158",="-0.302",="-0.320",="-0.180",="-0.221",="-0.289",="-0.353",="-0.381",="0.440",="1",="",="",="",="",="",="",="",="",="",="",=""
="cmytime",="0.271",="0.127",="0.298",="0.219",="0.325",="0.343",="0.223",="-0.301",="-0.250",="-0.338",="-0.375",="-0.146",="-0.245",="-0.157",="-0.226",="0.135",="0.0563",="0.0793",="0.0627",="-0.178",="-0.358",="-0.328",="-0.300",="-0.209",="-0.248",="-0.363",="-0.354",="0.694",="0.378",="1",="",="",="",="",="",="",="",="",="",=""
="cahead",="0.245",="0.119",="0.346",="0.200",="0.286",="0.296",="0.209",="-0.333",="-0.316",="-0.337",="-0.403",="-0.133",="-0.270",="-0.230",="-0.314",="0.0271",="-0.0464",="-0.00603",="-0.0297",="-0.214",="-0.416",="-0.382",="-0.237",="-0.279",="-0.315",="-0.427",="-0.410",="0.580",="0.415",="0.601",="1",="",="",="",="",="",="",="",="",=""
="cread",="-0.0279",="-0.000361",="-0.174",="-0.0743",="-0.0666",="-0.0674",="-0.0563",="0.236",="0.265",="0.197",="0.242",="0.0657",="0.251",="0.246",="0.309",="0.0171",="0.0563",="0.0736",="0.123",="0.225",="0.311",="0.324",="0.235",="0.304",="0.277",="0.303",="0.295",="-0.275",="-0.233",="-0.284",="-0.382",="1",="",="",="",="",="",="",="",=""
="cshort",="-0.0821",="-0.0840",="-0.252",="-0.0810",="-0.131",="-0.122",="-0.0742",="0.304",="0.330",="0.352",="0.371",="0.0899",="0.305",="0.319",="0.384",="-0.158",="-0.101",="-0.0665",="-0.00927",="0.221",="0.392",="0.409",="0.411",="0.289",="0.292",="0.371",="0.427",="-0.349",="-0.317",="-0.357",="-0.416",="0.655",="1",="",="",="",="",="",="",=""
="clong",="-0.126",="-0.131",="-0.285",="-0.0986",="-0.177",="-0.169",="-0.0986",="0.268",="0.363",="0.440",="0.414",="0.116",="0.299",="0.278",="0.344",="-0.144",="-0.0834",="-0.0529",="-0.0000943",="0.216",="0.434",="0.383",="0.380",="0.266",="0.304",="0.394",="0.528",="-0.353",="-0.360",="-0.347",="-0.400",="0.511",="0.688",="1",="",="",="",="",="",=""
="cwrite",="-0.0682",="-0.0262",="-0.213",="-0.0787",="-0.117",="-0.110",="-0.0688",="0.253",="0.307",="0.293",="0.302",="0.0895",="0.299",="0.251",="0.298",="-0.0148",="0.0385",="0.0349",="0.0622",="0.207",="0.325",="0.326",="0.258",="0.263",="0.260",="0.315",="0.339",="-0.301",="-0.297",="-0.287",="-0.353",="0.566",="0.564",="0.538",="1",="",="",="",="",=""
="cwritesh",="-0.159",="-0.148",="-0.319",="-0.103",="-0.206",="-0.195",="-0.104",="0.316",="0.340",="0.456",="0.443",="0.100",="0.332",="0.277",="0.340",="-0.225",="-0.150",="-0.136",="-0.0894",="0.172",="0.414",="0.390",="0.433",="0.253",="0.275",="0.386",="0.479",="-0.414",="-0.378",="-0.408",="-0.418",="0.444",="0.648",="0.633",="0.626",="1",="",="",="",=""
="cwritelg",="-0.158",="-0.161",="-0.294",="-0.104",="-0.209",="-0.190",="-0.101",="0.261",="0.325",="0.517",="0.437",="0.126",="0.280",="0.244",="0.305",="-0.226",="-0.150",="-0.131",="-0.107",="0.138",="0.374",="0.358",="0.426",="0.191",="0.237",="0.336",="0.502",="-0.377",="-0.382",="-0.366",="-0.371",="0.335",="0.516",="0.661",="0.487",="0.690",="1",="",="",=""
="ccalca",="-0.106",="-0.0174",="-0.166",="-0.0898",="-0.139",="-0.129",="-0.0773",="0.138",="0.153",="0.170",="0.210",="0.201",="0.114",="0.103",="0.137",="-0.0881",="-0.0588",="0.0240",="0.0567",="0.235",="0.236",="0.204",="0.314",="0.226",="0.252",="0.270",="0.266",="-0.231",="-0.196",="-0.214",="-0.251",="0.246",="0.279",="0.247",="0.254",="0.285",="0.236",="1",="",=""
="cpercent",="-0.136",="-0.0762",="-0.199",="-0.0861",="-0.168",="-0.155",="-0.0762",="0.123",="0.178",="0.258",="0.263",="0.189",="0.112",="0.113",="0.151",="-0.150",="-0.120",="-0.0104",="0.0402",="0.225",="0.287",="0.218",="0.366",="0.223",="0.277",="0.306",="0.357",="-0.264",="-0.234",="-0.238",="-0.252",="0.221",="0.302",="0.316",="0.243",="0.343",="0.324",="0.751",="1",=""
="cstats",="-0.108",="-0.0841",="-0.169",="-0.0695",="-0.137",="-0.132",="-0.0596",="0.0706",="0.199",="0.297",="0.246",="0.142",="0.0860",="0.119",="0.154",="-0.110",="-0.0852",="0.00587",="0.0495",="0.181",="0.265",="0.204",="0.327",="0.187",="0.244",="0.272",="0.409",="-0.211",="-0.246",="-0.188",="-0.213",="0.180",="0.269",="0.347",="0.225",="0.311",="0.380",="0.525",="0.675",="1"
